시군구명,시설명,시설주소,시설종류명(시설유형),정원(수용인원),현인원,X,Y
강동구,사랑나눔강동,서울특별시 강동구 양재대로112길 86401호,(장애인) 장애인공동생활가정,4.0,4.0,212591.78770000194,548547.8308418232
마포구,하나렘넌트장애인주간보호센터,서울특별시 마포구 월드컵로13길 19-13,(장애인) 장애인주간보호시설,12.0,12.0,191997.292366188,550641.7172292868
은평구,위드그룹홈,서울특별시 은평구 갈현로15길 11-13302호 (구산동),(장애인) 장애인공동생활가정,4.0,4.0,192009.76986472882,556440.2770229676
용산구,서울시농아노인지원센터,서울특별시 용산구 원효로89길 332층 (원효로1가)(원효로1가),(장애인) 장애인주간보호시설,15.0,15.0,197168.27842692388,549039.7739648586
강서구,교남시냇가,경기 파주시 적성면어못내길 94-42,(장애인) 중증장애인거주시설,30.0,28.0,198982.3333498511,599821.8363280267
동작구,디딤돌주간보호센터,"서울특별시 동작구 대방동7길 571층 101호 (대방동, 한빛빌라)",(장애인) 장애인주간보호시설,13.0,13.0,193663.7771603514,546039.2028740762
강서구,구립강서구직업재활센터,서울특별시 강서구 허준로 95-9외 1번지 (가양동),(장애인) 장애인보호작업장,70.0,65.0,186907.08405840432,551997.3472747193
서대문구,작은숨골공동생활가정,서울특별시 서대문구 연희로41가길 103-7.,(장애인) 장애인공동생활가정,4.0,4.0,194143.42720730725,554904.5493854502
서대문구,서울시립미래형장애인직업재활시설그린내,서울특별시 서대문구 명지2길 14-0(홍은동),(장애인) 장애인근로사업장,56.0,58.0,193629.09387139516,553725.0066679948
강남구,논현제2공동생활가정,서울특별시 강남구 논현로113길 38-1301호 (논현동),(장애인) 장애인공동생활가정,4.0,4.0,202476.1404300254,546174.7269919149
은평구,포도원복지센터,서울특별시 은평구 갈현로41길 48,(장애인) 장애인단기거주시설,10.0,12.0,192334.73481890946,558530.2440564308
마포구,마포구수어통역센터,서울특별시 마포구 월드컵로 213마포장애인복지회관 3층 (성산동),(장애인) 수화통역센터,19.0,3926.0,191232.24169717904,551762.9279784715
강동구,메타아카데미주간보호센터,서울특별시 강동구 양재대로121길 25202호,(장애인) 장애인주간보호시설,10.0,10.0,212344.3895951059,549241.8790371461
광진구,하나인장애인주간보호센터,서울특별시 광진구 능동로59길 14 (중곡동),(장애인) 장애인주간보호시설,10.0,10.0,207812.0250540915,551178.1750126862
광진구,희망일터,서울특별시 광진구 천호대로 622 (능동),(장애인) 장애인보호작업장,30.0,28.0,207633.05806832298,550500.6806658284
송파구,서울시립미래형장애인직업재활시설굿윌스토어,서울특별시 송파구 마천로 226지하1층~지상2층,(장애인) 장애인근로사업장,70.0,53.0,212617.65643354828,544556.8290635303
송파구,소망의집,서울특별시 송파구 백제고분로 32길 32-1201호,(장애인) 장애인공동생활가정,4.0,4.0,208365.9965798636,544470.7369980259
